视频地址,弹幕地址,弹幕时间,弹幕内容
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-03-06 12:36:25,19年在学校看到郡格的立牌，开心地合了张影哈哈
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-03-05 23:01:10,注意M.KALININ的自主表情包
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2022-07-27 10:12:00,最近才发现他其他的歌 现场都太绝了
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2022-07-04 23:52:28,你吼辣么大声干什么！！
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2022-07-01 23:12:21,汪峰味太重了
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2022-06-16 14:17:00,我靠，爵士tele
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2022-05-18 17:52:49,在靠近了在靠近了！
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2022-05-02 21:25:16,我靠我靠！
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2022-04-30 22:55:40,危险危险危险！！！！！
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2022-04-22 18:31:33,听完浑身都酥麻了
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2022-03-27 16:16:22,听前面这段歌词，像是对粉丝说：别太迷恋我
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2022-03-16 22:21:57,玩手机听给我吓一跳
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2022-03-09 14:06:25,真的爱惨了
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2022-02-25 09:19:15,头要掉了！！啊
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2022-02-25 06:49:32,王力宏作风有些问题，但别人水平确实在
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2022-02-07 22:43:37,笑死我了hhhhhhh
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2022-01-21 00:15:39,大事发声！！
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2022-01-19 13:53:24,他竟然说他不危险
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2022-01-01 08:09:26,性感都是危险的 可以划等号 不矛盾
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-12-31 19:55:18,人家唱个歌弹幕这是？（doge
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-12-16 18:04:03,反复去世
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-12-15 16:37:49,真可以循环亿遍
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-11-30 23:33:46,你刚不是还要我给你空间
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-11-24 19:07:15,决定了。我要把儿子往梁博的方向培养。哈哈
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-11-07 20:40:05,靠，头摇得停不下来了
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-11-06 00:42:55,这一首真的太欲了
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-11-05 00:01:06,他的歌很适合现场呀
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-10-16 21:56:10,他的歌值得一副好耳机
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-10-11 18:50:08,救命你真的好危险
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-09-23 20:24:19,不含泪做0
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-09-16 17:47:38,受不了了
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-09-03 02:32:49,每天亿遍啊
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-09-03 00:14:50,啊啊啊我整个人都酥麻了!
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-08-22 12:56:03,从此只迷恋你
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-08-15 17:44:17,梁ber多上点舞台行吗！谢谢！
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-08-07 08:42:39,我弹的不是什么心弦，就是琴弦
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-07-30 00:30:07,我在晃肩膀
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-07-28 20:15:08,吉他好魅惑，听的我只想变身狐狸或者一只猫
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-07-22 17:09:57,把我给唱激动了
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-07-22 16:10:25,反复去世
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-07-21 23:32:08,好的···靠近点·····
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-07-21 05:27:03,爵士摇滚，牛逼卧槽！！！！！！！！！！！
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-07-21 05:26:30,编曲，太高级了卧槽
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-07-15 14:14:12,完了完了 弯了弯了
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-06-29 09:23:49,郡格的和音我爱了~
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-06-25 22:54:22,战术卡拍
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-06-24 21:45:03,这什么角度啊
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-06-15 22:27:04,不行了卧槽
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-06-08 23:27:46,再来亿遍
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-06-05 15:15:39,这首应该上歌手
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-06-01 19:49:24,酥麻了
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-06-01 19:47:24,你有！！你太危险了
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-05-30 22:32:22,再来亿次
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-05-29 14:10:04,没啊之前我信，啊了之后真挺危险
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-05-22 01:23:01,我危险，你害怕一点
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-05-11 08:49:00,哈哈哈哈哈哈都是些什么人
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-04-24 15:39:29,差了15岁还有机会吗
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-04-18 12:45:44,爸爸
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-04-17 16:28:29,我已经军训过了我不害怕
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-03-30 22:18:17,恩啊太撩人了
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-03-17 12:17:30,梁博，你危险死了！
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-03-13 08:55:34,再来亿遍
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-03-10 11:31:22,一线唱作人
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-03-07 23:16:16,把i吓一跳
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-03-04 16:56:54,这才是音乐真
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-02-23 09:08:56,来了，然起来酷好听
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-02-20 16:55:15,梁博米太危险了，性感好听，酷
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-02-19 01:07:35,魅力梁博，魔力演唱。
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-02-16 19:24:52,这真的危险，好听，性感，出音频吧
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-02-10 00:51:06,故意是肯定不是故意的，但撩是真的撩
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-02-05 00:50:23,博哥好适合livehouse
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-01-21 23:12:37,迷叔迷妈都在
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-01-20 01:03:48,再来亿遍
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-01-20 01:03:36,再来亿遍
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-01-20 01:03:15,再来亿遍
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-01-06 21:44:15,老天爷啊，你咋这么迷人
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-12-29 20:01:11,女粉都矜持点
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-12-23 20:18:56,这个男人太危险了
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-12-18 09:27:19,3:43 0.5倍速车门焊死 给我上车啊啊啊啊啊啊啊
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-12-16 15:39:34,疯狂博迷 在线酥麻
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-12-15 09:55:05,再来亿遍哈哈哈哈
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-12-13 20:02:54,越看越想演唱会快点来啊
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-12-13 20:02:34,现场的歌迷太幸福了
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-12-07 23:08:28,来了来了
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-12-07 04:03:04,2012那时还是小男生，现在怎么变的这么男人
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-12-05 20:06:49,教官成立公司了森林孩子
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-11-30 18:05:31,卧槽卧槽卧槽
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-11-26 23:04:43,弹幕疯狂的朋友们哈哈哈哈哈
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-11-16 12:40:05,每天一遍
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-11-15 23:35:16,《鬼》也很好听
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-11-03 16:08:55,注意调性
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-10-18 19:11:24,再来一遍
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-10-08 13:21:21,腿软了！
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-09-23 21:40:12,道友们，我先走一步
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-09-15 22:46:28,站在那就荷尔蒙爆棚
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-09-14 00:45:19,卧槽啊啊啊啊啊！！！！
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-09-13 09:36:12,和汪峰半毛钱关系都没有
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-09-02 19:50:36,浪漫洒脱禁欲
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-08-25 17:47:56,一往深情强推
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-08-23 16:12:16,请收住口水(狗头)
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-08-23 16:11:49,注意调性朋友们~
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-08-22 23:43:10,好涩
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-08-16 18:50:34,他展示出来的性感不就是因为音乐，所以还是因为他音乐牛
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-08-09 14:56:26,这吉他也太好看了，高级感
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-07-25 09:07:04,这收音干脆利索，帅气
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-07-18 23:23:33,大半夜我就偏要勉强！
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-07-15 22:42:58,咋不来乐队的夏天
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-07-15 15:51:31,27岁的梁博 2018年录制的
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-07-12 22:21:04,你们这么恐怖，梁博以后裹得更严实了
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-07-12 22:17:35,有人就认识梁博，汪峰，窦唯 这仨歌手吗？
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-07-12 22:15:16,梁博的词很有意境
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-07-07 07:41:15,这一版的画质、音质都是超好
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-07-05 17:39:49,不仅这首，我觉得梁博绝大部分作品都高级，无论是词还是曲，基本没有土、俗、低级的影子
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-07-04 16:04:43,这儿可以来点小号
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-06-28 09:03:23,汪峰很厉害但是梁博可以，汪峰不可以，哈哈哈哈哈哈
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-06-21 12:40:12,我头发差点揪没了
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-06-19 23:45:11,為了那個仰角迷醉
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-06-19 14:04:23,来了来了
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-06-19 14:02:45,他的所有琴都好好看
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-06-13 19:02:19,【满屏警告】
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-06-13 10:56:11,台下观众早想燥了，但是燥起来收音就不好了呀
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-06-12 19:13:34,你比较危险
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-06-12 19:11:10,日常想嫁
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-06-12 10:30:23,含泪做0
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-06-11 04:30:11,他叫起来一定特别好听
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-06-11 00:51:01,姨母笑停不下来
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-06-10 18:54:59,整个人都酥麻了
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-06-08 23:20:59,再来一遍
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-06-08 18:38:29,来了，危险来了
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-06-07 12:28:58,再来亿遍
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-06-06 23:11:00,当过兵是要笑死我吗
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-06-06 17:30:38,今天又是更爱梁老师的一天
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-06-05 17:51:56,这是米莎
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-06-02 23:42:56,含泪做零
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-06-02 22:01:24,啊啊啊啊啊啊妈妈  他挑眉  太杀我了
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-05-29 21:07:45,应该是没有当过兵，感觉他这几年都把他的时间交给音乐了
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-05-26 23:39:48,介绍个对象给我博哥吧
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-05-24 19:36:27,有人来抢救一下我吗
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-05-22 13:17:15,前方高能预警！！
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-05-21 19:55:46,希望我妈能有个这样的女婿
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-05-18 15:03:07,你们有毒吧哈哈哈
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-05-16 13:56:55,他唱歌太有味道了
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-05-13 13:32:59,再来亿遍
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-05-10 19:52:38,卧槽！！！！！
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-05-10 19:50:07,我太爱这版危险了！！！！
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-05-09 02:43:53,干脆利落
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-05-05 14:19:23,我要疯了！！！！
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-04-25 21:12:53,郡格唱歌好好听
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-04-23 14:39:08,哥哥好帅！！哥哥杀我啊啊啊啊
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-04-18 01:54:03,这个贝斯节奏也太绝了吧
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-04-16 00:24:41,梁博：真的替你们感到担心
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-04-16 00:24:05,梁博：真的替你们的担心
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-04-10 14:26:45,自成一派吧
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-04-05 03:35:00,我又回来了 准备好了！
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-04-04 10:24:28,你们都好恐怖，他一啊。屏幕都炸了。大家暴露属性了
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-04-04 10:23:19,名场面！！！！！！！！
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-04-04 07:51:30,我死了我死了不用抢救
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-03-31 21:20:12,第一季好声音刘欢就说过，POP性质的摇滚
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-03-31 18:47:06,这首超赞
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-03-27 22:29:23,我tm一男的都听炸了
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-03-26 10:24:14,诶呀我的妈呀吓我一跳
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-03-26 07:24:06,他的性感是因为他的音乐
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-03-25 21:39:19,博哥一唱歌，整个人都在发光
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-03-25 00:39:25,这是用脸在推琴弦
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-03-24 23:09:27,梁博根本不是汪峰那范的，梁博的音乐风格倒是像窦唯
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-03-18 18:47:49,含泪做0
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-03-18 11:10:29,说像汪峰也不是没道理，这一段不听起来有点像汪峰的 《我真的需要》吗？
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-03-18 01:48:25,撩完就跑
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-03-17 10:50:09,击穿诸位的灵魂
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-03-16 08:27:34,阿伟你出来一下
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-03-14 21:23:12,妈妈 看啊这里有鸡！
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-03-14 09:16:26,来了 各位准备
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-03-13 14:54:17,谁也不像他就是梁博式性感
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-03-13 03:25:07,两位帅得我脑壳痛
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2020-03-13 00:34:18,再来一遍
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2022-09-05 13:47:19,再来亿遍
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2022-08-17 12:31:11,再来亿遍
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2022-08-11 03:44:55,哎哟这吉他riff挠的心痒痒
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2022-08-05 08:45:42,好羡慕现场的博迷
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2022-07-01 03:17:15,含泪变弯
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2022-06-15 01:23:46,听完一定睡
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2022-06-06 15:45:00,吓人家一跳啦
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2022-06-05 23:22:04,噢不，我迷恋的是你
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2022-05-20 01:27:42,看了半天，是gretsch的吉他
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2022-05-08 21:37:51,这贝斯真带感
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2022-03-04 03:31:19,不能接受九台鸽王的歌小于七分钟的
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2022-03-02 03:08:23,这里贝斯绝了
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2022-01-16 13:23:40,姐姐好美！
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2022-01-01 08:11:07,哭了 
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-12-31 17:35:58,给我一点温度的solo也很绝！
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-12-31 09:52:40,哈哈哈哈哈哈哈哈哈哈哈老脸时红时黄
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-12-26 18:23:43,有时候真不敢听！怕直接软倒扑地！
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-12-17 04:51:21,这贝斯太给力了！
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-12-13 11:33:42,对不起 太想睡了
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-12-11 00:41:58,梁博你把我带走吧
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-12-08 20:12:49,你们好可怕好危险
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-11-17 21:08:54,你吼辣么大声干嘛
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-11-16 13:16:05,要不是这标题我都没注意这个啊
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-11-16 13:15:09,这风格真独树一帜特别好听独特的声音
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-11-09 19:59:12,可是你，可是你！给劲！
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-11-07 02:45:03,这个紧迫的节奏真的很危险啊
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-11-04 10:32:49,你不危险，你只是有毒！
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-11-03 17:47:21,收放自如
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-10-29 19:53:38,注意调性
https://www.bilibili.com/video/BV14E411y7MW,http://comment.bilibili.com/125197172.xml,2021-10-24 13:38:34,啊♂♂♂♂
